item_id,item_name,item_brand,item_variant,item_category,item_price,item_quantity,item_revenue,item_location_id,item_list_id,item_list_name,item_list_position,promotion_name,therapist_name,license_type,primary_modality,primary_specialty,session_rate,weekly_open_slots,accepting_new_clients,location_id
GGOEGXXX1343,Google Heather Green Speckled Tee,Google,2XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),55327553038,Not available in demo dataset,7,Reach New Heights,"Marcus Johnson, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1343,Google Heather Green Speckled Tee,Google,XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),55327553038,Not available in demo dataset,6,(not set),"Marcus Johnson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1343,Google Heather Green Speckled Tee,Google,XS,Home/Apparel/Men's / Unisex/,30,1,,(not set),55327553038,Not available in demo dataset,6,Reach New Heights,"Marcus Johnson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1343,Google Heather Green Speckled Tee,(not set),(not set),Home/Apparel/Women's/,30,2,,(not set),(not set),(not set),7,(not set),"Marcus Johnson, LMHC",LMHC,ACT,Stress & Burnout,180,2,TRUE,WA-Seattle
GGOEGXXX1343,Google Heather Green Speckled Tee,Google,LG,Men's / Unisex,30,1,,(not set),(not set),Not available in demo dataset,19,(not set),"Marcus Johnson, LMFT",LMFT,IFS,OCD,180,1,TRUE,WA-Seattle
GGOEGXXX1343,Google Heather Green Speckled Tee,Google,MD,Men's / Unisex,24,1,,(not set),(not set),(not set),13,(not set),"Marcus Johnson, LMFT",LMFT,EMDR,OCD,180,1,TRUE,WA-Seattle
GGOEGXXX1344,Google Navy Speckled Tee,Google,XL,Home/Apparel/,30,1,,(not set),87690866786,Not available in demo dataset,3,Reach New Heights,"Hiro Sato, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,Choose Size,Home/Apparel/,30,1,,(not set),87690866786,Not available in demo dataset,3,Reach New Heights,"Hiro Sato, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,2XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),87690866786,Not available in demo dataset,3,Reach New Heights,"Hiro Sato, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,,Home/Apparel/Men's / Unisex/,30,,,(not set),87690866786,Not available in demo dataset,3,Reach New Heights,"Hiro Sato, LMFT",LMFT,CBT,Stress & Burnout,180,0,FALSE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,LG,Home/Apparel/Men's / Unisex/,30,1,,(not set),87690866786,Not available in demo dataset,3,(not set),"Hiro Sato, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,3XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),87690866786,Not available in demo dataset,3,Reach New Heights,"Hiro Sato, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,SM,Home/Apparel/Men's / Unisex/,30,1,,(not set),87690866786,Not available in demo dataset,3,,"Hiro Sato, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,MD,Home/Apparel/Women's/,30,1,,(not set),87690866786,Not available in demo dataset,8,(not set),"Hiro Sato, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,Google,XS,Home/Apparel/Women's/,30,1,,(not set),(not set),Not available in demo dataset,8,Act Responsible,"Hiro Sato, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1344,Google Navy Speckled Tee,(not set),(not set),Home/Apparel/Women's/,30,1,,(not set),(not set),(not set),8,(not set),"Hiro Sato, LMHC",LMHC,CBT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1345,Google Red Speckled Tee,Google,,Home/Apparel/,30,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Hiro Anderson, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,MD,Home/Apparel/,30,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Hiro Anderson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,3XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Hiro Anderson, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,XS,Home/Apparel/Men's / Unisex/,30,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Hiro Anderson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,SM,Home/Apparel/Men's / Unisex/,30,1,,(not set),(not set),(not set),2,Reach New Heights,"Hiro Anderson, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,(not set),(not set),Home/Apparel/Men's / Unisex/,30,1,,(not set),(not set),(not set),3,(not set),"Hiro Anderson, LMHC",LMHC,ACT,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,XL,Home/Apparel/Men's / Unisex/,30,1,,(not set),(not set),(not set),3,(not set),"Hiro Anderson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,2XL,Men's / Unisex,30,1,,(not set),41830867690,Not available in demo dataset,21,Reach New Heights,"Hiro Anderson, LMFT",LMFT,CBT,OCD,180,1,TRUE,WA-Seattle
GGOEGXXX1345,Google Red Speckled Tee,Google,LG,Men's / Unisex,30,1,,(not set),55327553038,(not set),23,Reach New Heights,"Hiro Anderson, LMFT",LMFT,IFS,OCD,180,1,TRUE,WA-Seattle
GGOEGXXX1346,Google Toddler Tee White,(not set),(not set),Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),7,(not set),"Priya Sato, LMHC",LMHC,DBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),5,(not set),"Priya Sato, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,4T,Home/Apparel/Kids/,24,1,,(not set),37956187186,Not available in demo dataset,3,Google Mural Collection,"Priya Sato, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,12/18 MONTHS,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),10,(not set),"Priya Sato, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,5/6T,Home/Apparel/Kids/,24,2,,(not set),(not set),Not available in demo dataset,6,(not set),"Priya Sato, LMFT",LMFT,IFS,Stress & Burnout,180,2,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,3/6 MONTHS,Home/Apparel/Kids/,24,1,,(not set),37956187186,Not available in demo dataset,2,(not set),"Priya Sato, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,6/12 MONTHS,Home/Apparel/Kids/,24,1,,(not set),37956187186,Not available in demo dataset,2,(not set),"Priya Sato, LMFT",LMFT,DBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,2T,Home/Apparel/Kids/,24,1,,(not set),37956187186,Not available in demo dataset,1,(not set),"Priya Sato, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,SM,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Priya Sato, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,XL,Home/Apparel/Kids/,24,,,(not set),(not set),Not available in demo dataset,5,(not set),"Priya Sato, LMFT",LMFT,EMDR,Stress & Burnout,180,0,FALSE,Telehealth-US
GGOEGXXX1346,Google Toddler Tee White,Google,3T,Home/Apparel/Kids/,24,1,,(not set),37956187186,Not available in demo dataset,6,,"Priya Sato, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,(not set),(not set),Google,55,1,,(not set),(not set),Not available in demo dataset,22,(not set),"Ethan Tanaka, LMHC",LMHC,IFS,Career Stress,220,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,XS,Home/Apparel/,69,1,,(not set),2385444744,Not available in demo dataset,8,(not set),"Ethan Tanaka, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,,Home/Apparel/,69,1,,(not set),2385444744,Not available in demo dataset,8,Complete Your Collection,"Ethan Tanaka, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,SM,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,1,(not set),"Ethan Tanaka, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,2XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,1,(not set),"Ethan Tanaka, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,LG,Home/Apparel/Men's / Unisex/,69,1,,(not set),2385444744,Not available in demo dataset,12,(not set),"Ethan Tanaka, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,3XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),(not set),4,Google Mural Collection,"Ethan Tanaka, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,1,Reach New Heights,"Ethan Tanaka, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,Google,MD,Men's / Unisex,55,1,,(not set),(not set),(not set),20,(not set),"Ethan Tanaka, LMFT",LMFT,EMDR,OCD,220,1,TRUE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,Google,MD,Home/Apparel/Men's / Unisex/,120,1,,(not set),(not set),(not set),11,(not set),"Yuki Garcia, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,(not set),(not set),Men's / Unisex,120,1,,(not set),(not set),Not available in demo dataset,24,(not set),"Yuki Garcia, LMHC",LMHC,CBT,OCD,250,1,TRUE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,Google,3XL,Men's / Unisex,120,,,(not set),(not set),Not available in demo dataset,23,Reach New Heights,"Yuki Garcia, LMFT",LMFT,ACT,OCD,250,0,FALSE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,Google,,Men's / Unisex,120,1,,(not set),26494621553,Not available in demo dataset,17,(not set),"Yuki Garcia, LMFT",LMFT,CBT,OCD,250,1,TRUE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,Google,LG,Men's / Unisex,120,1,,(not set),(not set),(not set),23,(not set),"Yuki Garcia, LMFT",LMFT,IFS,OCD,250,1,TRUE,CA-LA
GGOEGXXX1350,Google Raincoat Navy,Google,SM,Men's / Unisex,120,1,,(not set),(not set),Not available in demo dataset,23,(not set),"Yuki Garcia, LMFT",LMFT,Solution-Focused,OCD,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,(not set),,69,1,,(not set),(not set),(not set),3,(not set),"Maya Martinez, LMFT",LMFT,EMDR,Parenting,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,,Apparel,69,,,(not set),(not set),Not available in demo dataset,23,Act Responsible,"Maya Martinez, LMFT",LMFT,EMDR,Anxiety,250,0,FALSE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,Choose Size,Home/Apparel/,69,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Maya Martinez, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,SM,Home/Apparel/,69,1,,(not set),26494621553,Not available in demo dataset,5,Reach New Heights,"Maya Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,2XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Maya Martinez, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),26494621553,Not available in demo dataset,8,Complete Your Collection,"Maya Martinez, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,3XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Maya Martinez, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,LG,Men's / Unisex,55,1,,(not set),(not set),(not set),17,(not set),"Maya Martinez, LMFT",LMFT,IFS,OCD,220,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,MD,Men's / Unisex,55,1,,(not set),(not set),(not set),14,(not set),"Maya Martinez, LMFT",LMFT,EMDR,OCD,220,1,TRUE,CA-LA
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,Google,XS,Men's / Unisex,55,1,,(not set),(not set),Not available in demo dataset,14,Google Mural Collection,"Maya Martinez, LMFT",LMFT,EMDR,OCD,220,1,TRUE,CA-LA
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,3T,Home/Apparel/Kids/,25,1,,(not set),27650041674,Not available in demo dataset,1,(not set),"Jun Brown, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,18/24 MONTHS,Home/Apparel/Kids/,25,1,,(not set),27650041674,Not available in demo dataset,1,(not set),"Jun Brown, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,2T,Home/Apparel/Kids/,25,1,,(not set),27650041674,Not available in demo dataset,1,(not set),"Jun Brown, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,12/18 MONTHS,Home/Apparel/Kids/,25,1,,(not set),27650041674,Not available in demo dataset,1,(not set),"Jun Brown, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,6/12 MONTHS,Home/Sale/,25,1,,(not set),27650041674,Not available in demo dataset,3,Reach New Heights,"Jun Brown, LMFT",LMFT,DBT,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,3/6 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Jun Brown, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,,Sale,18,1,,(not set),(not set),Not available in demo dataset,20,(not set),"Jun Brown, LMFT",LMFT,EMDR,Relationship Issues,150,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,LG,Sale,18,1,,(not set),70959695591,Not available in demo dataset,19,(not set),"Jun Brown, LMFT",LMFT,IFS,Relationship Issues,150,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,(not set),(not set),Sale,18,1,,(not set),(not set),(not set),20,(not set),"Jun Brown, LMHC",LMHC,EMDR,Relationship Issues,150,1,TRUE,NY-NYC
GGOEGXXX1353,Google Infant Hero Onesie Grey,Google,MD,Sale,18,1,,(not set),55352371608,Not available in demo dataset,19,(not set),"Jun Brown, LMFT",LMFT,EMDR,Relationship Issues,150,1,TRUE,NY-NYC
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,XL,Apparel,17,,,(not set),(not set),Not available in demo dataset,13,(not set),"Maya Martinez, LMFT",LMFT,EMDR,Anxiety,150,0,FALSE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,(not set),(not set),Home/Apparel/Kids/,24,4,,(not set),(not set),(not set),8,(not set),"Maya Martinez, LMHC",LMHC,DBT,Stress & Burnout,180,4,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),8,(not set),"Maya Martinez, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,12/18 MONTHS,Home/Apparel/Kids/,24,1,,(not set),74251253223,Not available in demo dataset,3,Google Mural Collection,"Maya Martinez, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,Act Responsible,"Maya Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,SM,Home/Apparel/Kids/,24,1,,(not set),74251253223,Not available in demo dataset,9,Reach New Heights,"Maya Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,5T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),9,(not set),"Maya Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,2T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Maya Martinez, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Maya Martinez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,3T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),8,(not set),"Maya Martinez, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,LG,Kids,13,1,,(not set),(not set),Not available in demo dataset,20,(not set),"Maya Martinez, LMFT",LMFT,IFS,Parenting,150,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,4T,Kids,17,1,,(not set),80238278498,Not available in demo dataset,17,(not set),"Maya Martinez, LMFT",LMFT,Psychodynamic,Parenting,150,1,TRUE,Telehealth-US
GGOEGXXX1356,Google Toddler Hero Tee Black,Google,18/24 MONTHS,Kids,17,1,,(not set),13236543149,Not available in demo dataset,13,Act Responsible,"Maya Martinez, LMFT",LMFT,IFS,Parenting,150,1,TRUE,Telehealth-US
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,3T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,10,(not set),"Ava Kim, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,(not set),(not set),Home/Apparel/Kids/,24,2,,(not set),(not set),Not available in demo dataset,9,(not set),"Ava Kim, LMHC",LMHC,DBT,Stress & Burnout,180,2,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,LG,Home/Apparel/Kids/,24,,,(not set),(not set),Not available in demo dataset,8,(not set),"Ava Kim, LMFT",LMFT,IFS,Stress & Burnout,180,0,FALSE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,3/6 MONTHS,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,6,Reach New Heights,"Ava Kim, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,10,Reach New Heights,"Ava Kim, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,2T,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,4,(not set),"Ava Kim, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,2,(not set),"Ava Kim, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,4T,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,4,Google Mural Collection,"Ava Kim, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),6,(not set),"Ava Kim, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,18/24 MONTHS,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,11,Google Mural Collection,"Ava Kim, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
GGOEGXXX1357,Google Toddler Hero Tee Olive,Google,SM,Kids,24,1,,(not set),50163030414,Not available in demo dataset,14,(not set),"Ava Kim, LMFT",LMFT,Solution-Focused,Parenting,180,1,TRUE,CA-LA
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,,Home/Apparel/,24,1,,(not set),(not set),(not set),4,(not set),"Maya Wilson, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,MD,Home/Apparel/Kids/,24,1,,(not set),74572169417,Not available in demo dataset,5,Google Mural Collection,"Maya Wilson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,7,(not set),"Maya Wilson, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,(not set),Home/Apparel/Kids/,24,2,,(not set),(not set),(not set),1,(not set),"Maya Wilson, LMFT",LMFT,CBT,Stress & Burnout,180,2,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,SM,Home/Apparel/Kids/,24,1,,(not set),74572169417,Not available in demo dataset,10,(not set),"Maya Wilson, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,LG,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Maya Wilson, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,6/12 MONTHS,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Maya Wilson, LMFT",LMFT,DBT,Stress & Burnout,180,1,TRUE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,2T,Kids,13,,,(not set),(not set),(not set),20,Reach New Heights,"Maya Wilson, LMFT",LMFT,Psychodynamic,Parenting,150,0,FALSE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,XS,Sale,13,,,(not set),(not set),(not set),22,(not set),"Maya Wilson, LMFT",LMFT,EMDR,Relationship Issues,150,0,FALSE,Telehealth-US
GGOEGXXX1358,Google Youth Badge Tee Navy,Google,XL,Sale,17,1,,(not set),(not set),(not set),22,(not set),"Maya Wilson, LMFT",LMFT,EMDR,Relationship Issues,150,1,TRUE,Telehealth-US
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,SM,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,6,Act Responsible,"Hiro Williams, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,(not set),(not set),Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),2,(not set),"Hiro Williams, LMHC",LMHC,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,LG,Home/Apparel/Kids/,24,1,,(not set),48096167290,Not available in demo dataset,6,Reach New Heights,"Hiro Williams, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,3T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,3,(not set),"Hiro Williams, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,Act Responsible,"Hiro Williams, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,2T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),4,(not set),"Hiro Williams, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,4T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,6,Reach New Heights,"Hiro Williams, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-BayArea
GGOEGXXX1359,Google Youth Badge Tee Olive,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,11,(not set),"Hiro Williams, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-BayArea
